Time (CAT);Open;High;Low;Close;Volume 
28/04/2016 23:00:00;1.46062;1.467;1.45764;1.46085;199284.6
01/05/2016 23:00:00;1.45825;1.4696;1.45825;1.46722;129101.73
02/05/2016 23:00:00;1.46722;1.47698;1.45289;1.45335;189622.16
03/05/2016 23:00:00;1.45334;1.45714;1.44613;1.44926;165227.93
04/05/2016 23:00:00;1.44926;1.45289;1.44436;1.4484;147288.64
05/05/2016 23:00:00;1.44828;1.45438;1.44147;1.44203;152434.31
08/05/2016 23:00:00;1.44108;1.44793;1.43747;1.44051;139815.73
09/05/2016 23:00:00;1.44064;1.44777;1.43885;1.44389;141162.6
10/05/2016 23:00:00;1.44389;1.44879;1.43945;1.44463;132039.38
11/05/2016 23:00:00;1.44459;1.45303;1.44061;1.44472;134156.5
12/05/2016 23:00:00;1.44476;1.44541;1.43403;1.43546;162037
15/05/2016 23:00:00;1.43437;1.44143;1.43323;1.44008;100868.45
16/05/2016 23:00:00;1.43983;1.4524;1.43959;1.44609;135030.12
17/05/2016 23:00:00;1.44609;1.4634;1.44032;1.45973;163402.6
18/05/2016 23:00:00;1.45973;1.46629;1.45615;1.46089;185814.83
19/05/2016 23:00:00;1.46086;1.46128;1.44856;1.44988;120699.75
22/05/2016 23:00:00;1.45028;1.45489;1.44422;1.44835;125891.57
23/05/2016 23:00:00;1.44836;1.46419;1.4473;1.46319;151621.86
24/05/2016 23:00:00;1.46319;1.47288;1.46008;1.4695;152223.71
25/05/2016 23:00:00;1.46946;1.47394;1.464;1.46684;155747.04
