Time (CAT);Open;High;Low;Close;Volume 
19/08/2018 23:00:00;6468.5;6484.6;6326.5;6394.7;2.94507
20/08/2018 23:00:00;6394.7;6418.7;6172.5;6389.1;3.4078
21/08/2018 23:00:00;6391.6;6813.7;6238;6270.8;4.2054
22/08/2018 23:00:00;6270.6;6422.4;6192.1;6359.2;3.36076
23/08/2018 23:00:00;6359.4;6581.8;6358.7;6550.7;3.18602
26/08/2018 23:00:00;6619;6703;6595;6663.5;2.69634
27/08/2018 23:00:00;6663.3;7064.7;6653.5;7023;3.54256
28/08/2018 23:00:00;7023;7059.5;6851.6;6984.6;3.45068
29/08/2018 23:00:00;6984.7;7002.9;6739.1;6854.2;3.13536
30/08/2018 23:00:00;6854.2;7026.6;6830;6987.7;2.97183
02/09/2018 23:00:00;7223.7;7266;7134.3;7241.3;2.74525
03/09/2018 23:00:00;7241.2;7343.9;7173.6;7306.6;2.7826
04/09/2018 23:00:00;7306.9;7326.6;6804.3;6893.3;3.37853
05/09/2018 23:00:00;6893.2;6921;6211.3;6390;5.0881
06/09/2018 23:00:00;6389.7;6472.1;6269.1;6385.1;3.37746
09/09/2018 23:00:00;6328.2;6333.4;6153.5;6244.6;3.55476
10/09/2018 23:00:00;6244.5;6344.5;6121.1;6195.6;3.27306
11/09/2018 23:00:00;6194.2;6282.3;6142.3;6254.7;3.61654
12/09/2018 23:00:00;6251.9;6466.5;6239.8;6407.1;3.0357
13/09/2018 23:00:00;6407;6522;6330.7;6475.1;2.89063
16/09/2018 23:00:00;6441.2;6470.3;6149.5;6156.4;2.75365
17/09/2018 23:00:00;6156.4;6323.7;6156.3;6257.9;2.31565
18/09/2018 23:00:00;6266.1;6454.4;6051.4;6364.3;1.89727
19/09/2018 23:00:00;6364.8;6389.5;6279.7;6316.5;1.69591
20/09/2018 23:00:00;6316.8;6716.5;6301;6658.4;3.77718
23/09/2018 23:00:00;6618.9;6661.1;6514.7;6569.4;2.42333
24/09/2018 23:00:00;6571.1;6571.1;6271.4;6329;3.38089
25/09/2018 23:00:00;6328.9;6485.3;6315.8;6442;2.53049
26/09/2018 23:00:00;6441.7;6671.7;6371.9;6634.1;2.70688
27/09/2018 23:00:00;6635.1;6736.4;6477.6;6587.7;3.43021
30/09/2018 23:00:00;6503.3;6586.5;6446;6508.1;2.4609
01/10/2018 23:00:00;6506.2;6552.8;6400.3;6485.6;1.83927
02/10/2018 23:00:00;6480;6505.1;6353;6406.2;2.10547
03/10/2018 23:00:00;6403.5;6565;6373.3;6515.8;1.683
04/10/2018 23:00:00;6512.1;6548.1;6472.3;6508.7;1.55084
07/10/2018 23:00:00;6484.7;6636.9;6476.1;6587.7;1.36173
08/10/2018 23:00:00;6589;6604.3;6510.2;6566.9;1.15059
09/10/2018 23:00:00;6566.8;6609.3;6409.6;6528.4;1.18593
10/10/2018 23:00:00;6525.6;6562.7;6061.1;6185.1;2.6803
11/10/2018 23:00:00;6187.8;6248.2;6086.4;6189.9;1.56788
14/10/2018 23:00:00;6209.6;7255.7;6147.9;6333;3.35872
15/10/2018 23:00:00;6333.9;6431.5;6321.9;6396.9;0.57308
16/10/2018 23:00:00;6396.6;6424.5;6351;6375.3;0.30113
17/10/2018 23:00:00;6375.8;6428.8;6296.6;6331.5;0.35346
18/10/2018 23:00:00;6331.5;6348.2;6296.6;6321.8;0.40586
21/10/2018 23:00:00;6375.1;6377.8;6315.4;6353.7;0.2508
22/10/2018 23:00:00;6353.1;6356.4;6298.1;6331.3;0.28824
23/10/2018 23:00:00;6333.3;6399.7;6330.1;6364.7;0.39409
